id_user,date,hours,id_item,price,qty
L16098D,2010/11/30,09:00,22379,2.1,10
L16098D,2010/11/29,09:00,22381,1.95,50
L16098D,2010/12/4,09:00,22798,2.95,8
L16098D,2010/12/5,09:00,22726,3.75,4
L16098D,2010/11/28,09:00,22926,6.25,12
L16098D,2010/12/1,09:00,22839,16.95,2
L16098D,2010/12/6,09:00,22838,16.95,2
L16098D,2010/12/8,09:00,22783,16.95,4
L18074D,2010/11/24,09:00,82484,8.95,3
L18074D,2010/12/4,09:00,84755,0.65,48
L18074D,2010/11/25,09:00,22464,1.65,12
L18074D,2010/12/4,09:00,21324,2.95,6
L18074D,2010/12/8,09:00,22457,2.95,12
L18074D,2010/11/29,09:00,22469,1.65,40
L18074D,2010/12/7,09:00,22470,2.55,40
L18074D,2010/12/5,09:00,22224,2.95,6
L18074D,2010/12/2,09:00,21340,12.75,2
L18074D,2010/12/2,09:00,22189,4.95,4
L18074D,2010/11/27,09:00,22427,6.25,3
L18074D,2010/11/30,09:00,22428,8.95,6
L18074D,2010/12/3,09:00,22424,11.95,8
L17420D,2010/11/27,09:00,22783,125.0,1
L17420D,2010/11/24,09:00,22961,1.65,12
L17420D,2010/11/30,09:00,22960,4.95,6
L17420D,2010/12/2,09:00,22663,1.95,10
L17420D,2010/11/25,09:00,85049A,1.25,12
L17420D,2010/11/30,09:00,22168,8.95,2
L17420D,2010/11/25,09:00,22662,1.65,10
L16029D,2010/12/2,09:00,84880,4.95,36
L16029D,2010/11/25,09:00,85099C,1.65,100
L16029D,2010/12/5,09:00,85099B,1.65,100
L16029D,2010/12/7,09:00,79321,4.95,192
L16029D,2010/11/25,09:00,22780,3.75,192
L16029D,2010/11/24,09:00,22779,3.75,192
L16029D,2010/11/30,09:00,22466,1.65,432
L16029D,2010/11/24,09:00,21731,1.25,432
L16250D,2010/11/28,09:00,21754,6.25,3
L16250D,2010/11/27,09:00,21755,6.25,3
L16250D,2010/11/24,09:00,21523,8.95,2
L16250D,2010/12/5,09:00,21363,4.95,3
L16250D,2010/12/6,09:00,21411,4.95,3
L16250D,2010/11/28,09:00,22318,2.95,6
L16250D,2010/12/2,09:00,22464,1.65,12
L16250D,2010/11/26,09:00,22915,0.42,12
L16250D,2010/12/7,09:00,22922,0.85,12
L16250D,2010/11/25,09:00,22969,1.65,12
L16250D,2010/12/7,09:00,22923,0.85,12
L16250D,2010/12/4,09:00,21115,8.95,4
L16250D,2010/12/2,09:00,22469,1.65,12
L16250D,2010/11/24,09:00,22242,1.65,12
L12431D,2010/12/7,10:00,22941,8.95,6
L12431D,2010/12/7,10:00,21622,4.95,8
L12431D,2010/11/28,10:00,21791,1.25,12
L12431D,2010/11/28,10:00,35004C,6.25,6
L12431D,2010/11/28,10:00,35004G,8.95,4
L12431D,2010/12/4,10:00,85014B,6.25,6
L12431D,2010/11/28,10:00,85014A,6.25,3
L12431D,2010/12/5,10:00,22193,8.95,2
L12431D,2010/12/7,10:00,22726,3.75,4
L12431D,2010/12/7,10:00,22727,3.75,4
L12431D,2010/11/28,10:00,22192,8.95,2
L12431D,2010/11/27,10:00,22191,8.95,2
L12431D,2010/12/8,10:00,22195,1.65,24
L12431D,2010/12/7,10:00,22196,0.85,24
L17548D,2010/11/27,10:00,22556,1.65,-12
L17548D,2010/12/4,10:00,21984,0.42,-24
L17548D,2010/12/7,10:00,21983,0.42,-24
L17548D,2010/11/29,10:00,21980,0.42,-24
L17548D,2010/12/4,10:00,21484,3.75,-12
L17548D,2010/12/4,10:00,22557,1.65,-12
L17548D,2010/11/27,10:00,22553,1.65,-24
L13705D,2010/11/29,10:00,22150,1.95,6
L13705D,2010/11/25,10:00,22619,3.75,4
L13705D,2010/11/25,10:00,21891,1.25,12
L13705D,2010/11/30,10:00,21889,1.25,12
L13705D,2010/12/8,10:00,22827,2053.07,1
L13705D,2010/11/24,10:00,22127,1.25,12
L13705D,2010/12/6,10:00,22128,1.25,12
L13705D,2010/12/5,10:00,22502,6.25,4
L13705D,2010/11/26,10:00,84879,1.95,16
L13705D,2010/12/4,10:00,22338,0.65,24
L13767D,2010/11/28,10:00,22188,4.95,8
L13767D,2010/11/24,10:00,84879,1.95,32
L13767D,2010/12/1,10:00,21977,0.65,24
L13767D,2010/12/4,10:00,84991,0.65,24
L13767D,2010/11/28,10:00,21212,0.65,24
L13767D,2010/11/28,10:00,21484,3.75,8
L13767D,2010/12/8,10:00,21314,2.1,8
L13767D,2010/12/5,10:00,22730,3.75,4
L13767D,2010/11/26,10:00,22727,3.75,8
L13767D,2010/12/4,10:00,22729,3.75,8
L13767D,2010/11/26,10:00,22726,3.75,8
L13767D,2010/12/1,10:00,22114,4.95,8
L13767D,2010/12/8,10:00,22867,2.1,48
L13767D,2010/12/1,10:00,22866,2.1,48
L17850D,2010/12/2,10:00,85123A,2.55,6
L17850D,2010/12/7,10:00,71053,3.75,6
L17850D,2010/12/5,10:00,84406B,2.95,8
L17850D,2010/11/24,10:00,15056BL,4.95,6
L17850D,2010/12/3,10:00,20679,4.95,6
L17850D,2010/12/7,10:00,37370,1.25,6
L17850D,2010/11/24,10:00,21871,1.25,6
L17850D,2010/11/24,10:00,21071,1.25,6
L17850D,2010/12/1,10:00,21068,1.25,6
L17850D,2010/12/8,10:00,82483,4.95,2
L17850D,2010/12/5,10:00,82486,8.95,4
L17850D,2010/11/24,10:00,82482,2.1,6
L17850D,2010/11/29,10:00,82494L,2.55,12
L17850D,2010/12/7,10:00,84029G,3.75,6
L17850D,2010/12/2,10:00,84029E,3.75,6
L17850D,2010/12/2,10:00,22752,8.95,2
L17850D,2010/12/7,10:00,22803,125.0,2
L17850D,2010/11/25,10:00,21730,4.95,6
L17924D,2010/11/29,10:00,35004B,4.95,12
L17924D,2010/12/4,10:00,35004C,4.95,48
L13448D,2010/12/1,10:00,21980,0.42,24
L13448D,2010/11/28,10:00,21844,2.95,6
L13448D,2010/11/30,10:00,22468,8.95,4
L13448D,2010/12/6,10:00,22637,2.55,8
L13448D,2010/12/8,10:00,22752,8.95,6
L13448D,2010/11/29,10:00,48185,8.95,2
L13448D,2010/12/4,10:00,22632,2.1,12
L13448D,2010/12/4,10:00,22866,2.1,12
L13448D,2010/11/30,10:00,22865,2.1,12
L13448D,2010/11/29,10:00,21232,1.25,12
L13448D,2010/12/7,10:00,22064,1.65,12
L13448D,2010/12/4,10:00,22449,3.75,6
L13448D,2010/12/8,10:00,22114,4.95,4
L13448D,2010/12/5,10:00,22835,4.95,8
L13448D,2010/11/30,10:00,22112,4.95,9
L13448D,2010/11/29,10:00,21479,3.75,4
L13448D,2010/12/5,10:00,22111,4.95,9
L17850D,2010/11/27,10:00,22632,1.95,6
L17850D,2010/11/26,10:00,22633,1.95,6
L13448D,2010/12/3,10:00,22969,1.65,12
L15862D,2010/11/24,11:00,22110,2.55,1
L15862D,2010/11/27,11:00,22098,1.25,1
L15862D,2010/11/28,11:00,22100,1.25,2
L15862D,2010/11/29,11:00,22766,2.95,1
L15862D,2010/12/7,11:00,22451,3.75,1
L15862D,2010/12/7,11:00,22549,1.65,1
L15862D,2010/11/26,11:00,84744,1.25,1
L15862D,2010/12/8,11:00,85049E,1.25,2
L15862D,2010/11/28,11:00,21328,1.65,1
L15862D,2010/12/1,11:00,22961,1.65,4
L15862D,2010/11/29,11:00,17091A,1.25,1
L15862D,2010/12/3,11:00,22473,4.95,1
L15862D,2010/11/30,11:00,84509A,3.75,2
L15862D,2010/11/24,11:00,84510A,1.25,2
L15862D,2010/11/26,11:00,22767,9.95,2
L15862D,2010/12/3,11:00,22768,9.95,1
L15862D,2010/12/4,11:00,21463,6.25,1
L15862D,2010/12/6,11:00,21464,4.95,1
L15862D,2010/11/29,11:00,20820,4.95,3
L15862D,2010/12/1,11:00,85150,2.55,1
L15862D,2010/12/6,11:00,22117,2.95,1
L15862D,2010/12/7,11:00,21169,1.95,2
L15862D,2010/12/5,11:00,48129,8.95,1
L15862D,2010/11/30,11:00,82580,0.65,1
L15862D,2010/11/29,11:00,82578,0.65,1
L15862D,2010/12/4,11:00,82581,0.65,2
L15862D,2010/11/25,11:00,22413,2.95,4
L15862D,2010/12/6,11:00,21907,2.1,2
L15862D,2010/11/24,11:00,22441,2.1,1
L15862D,2010/12/8,11:00,21122,1.25,1
L15862D,2010/11/24,11:00,22851,0.85,1
L15862D,2010/11/30,11:00,84991,0.65,3
L15862D,2010/11/27,11:00,22810,2.95,1
L15862D,2010/12/7,11:00,22809,2.95,1
L15862D,2010/12/5,11:00,22435,1.25,2
L15862D,2010/11/26,11:00,20966,1.25,3
L15862D,2010/12/2,11:00,20963,1.25,1
L15862D,2010/11/26,11:00,20961,1.25,1
L15862D,2010/12/5,11:00,22068,1.65,2
L15862D,2010/12/2,11:00,21743,2.95,2
L15862D,2010/12/8,11:00,21744,2.95,2
L15862D,2010/12/8,11:00,84709B,6.25,1
L15862D,2010/11/25,11:00,21592,1.25,1
L15862D,2010/12/6,11:00,21587,2.55,2
L15862D,2010/11/30,11:00,20992,0.85,9
L15862D,2010/11/27,11:00,22662,1.65,1
L15862D,2010/12/1,11:00,85123A,2.95,4
L15862D,2010/11/25,11:00,22804,2.95,3
L15862D,2010/11/27,11:00,82483,6.25,1
L15862D,2010/12/8,11:00,20749,8.95,1
L15862D,2010/11/26,11:00,20725,1.65,1
L15862D,2010/12/8,11:00,22382,1.65,2
L15862D,2010/12/2,11:00,20726,1.65,1
L15862D,2010/11/24,11:00,22384,1.65,1
L15862D,2010/11/25,11:00,22467,2.55,5
L15862D,2010/12/6,11:00,84625C,2.95,3
L15862D,2010/12/3,11:00,84625A,2.95,3
L15862D,2010/12/1,11:00,21108,2.55,9
L15862D,2010/12/2,11:00,22848,16.95,1
L15862D,2010/11/30,11:00,21033,2.95,4
L15862D,2010/12/4,11:00,47570B,11.95,1
L15862D,2010/12/1,11:00,84030E,4.95,1
L15862D,2010/11/28,11:00,22428,8.95,2
L15862D,2010/12/2,11:00,22502,6.25,2
L15513D,2010/12/7,11:00,22086,2.55,40
L15513D,2010/11/28,11:00,22910,2.55,40
L15513D,2010/12/8,11:00,22837,4.95,36
L16218D,2010/11/26,11:00,22297,1.25,24
L16218D,2010/12/5,11:00,22771,1.25,12
L16218D,2010/12/3,11:00,22772,1.25,12
L16218D,2010/12/1,11:00,22773,1.25,12
L16218D,2010/12/4,11:00,22805,1.25,12
L16218D,2010/12/3,11:00,22469,1.65,12
L16218D,2010/11/29,11:00,22197,0.85,36
L16218D,2010/11/28,11:00,21125,1.25,12
L16218D,2010/11/29,11:00,21126,1.25,12
L16218D,2010/11/24,11:00,85049C,1.25,12
L16218D,2010/12/4,11:00,85049D,1.25,12
L16218D,2010/11/24,11:00,85049E,1.25,12
L16218D,2010/12/7,11:00,85049G,1.25,12
L16218D,2010/11/25,11:00,21061,0.85,12
L16218D,2010/11/29,11:00,21063,0.85,12
L16218D,2010/12/5,11:00,21062,0.85,12
L16218D,2010/12/2,11:00,84380,1.25,12
L16218D,2010/11/29,11:00,84378,1.25,12
L16218D,2010/12/7,11:00,22964,2.1,12
L16218D,2010/12/2,11:00,21213,0.65,24
L16218D,2010/11/30,11:00,22417,0.65,24
L16218D,2010/12/8,11:00,21212,0.65,24
L16218D,2010/12/5,11:00,84992,0.65,24
L16218D,2010/11/25,11:00,21975,0.65,24
L16218D,2010/11/25,11:00,22383,1.65,10
L16218D,2010/12/8,11:00,20728,1.65,10
L16218D,2010/12/8,11:00,20727,1.65,10
L16218D,2010/12/4,11:00,22296,1.65,24
L14045D,2010/12/2,11:00,20914,2.55,128
L17850D,2010/12/1,11:00,85123A,2.55,8
L17850D,2010/11/26,11:00,71053,3.75,8
L17850D,2010/11/27,11:00,84406B,2.95,8
L17850D,2010/12/3,11:00,20679,4.95,6
L17850D,2010/11/29,11:00,37370,1.25,6
L17850D,2010/12/1,11:00,21871,1.25,6
L17850D,2010/11/29,11:00,21071,1.25,6
L17850D,2010/12/5,11:00,21068,1.25,6
L17850D,2010/12/1,11:00,82483,4.95,4
L17850D,2010/12/4,11:00,82486,8.95,4
L17850D,2010/11/26,11:00,82482,2.1,6
L17850D,2010/12/1,11:00,82494L,2.55,6
L17850D,2010/12/2,11:00,84029G,3.75,6
L17850D,2010/12/8,11:00,84029E,3.75,6
L17850D,2010/11/26,11:00,22752,8.95,2
L17850D,2010/12/8,11:00,22803,125.0,2
L17850D,2010/12/2,11:00,21730,4.95,6
L17850D,2010/12/1,11:00,22632,1.95,6
L17850D,2010/12/2,11:00,22633,1.95,6
L14307D,2010/11/26,11:00,22537,0.42,24
L14307D,2010/12/1,11:00,22533,0.42,24
L14307D,2010/12/1,11:00,20982,0.85,12
L14307D,2010/11/24,11:00,21832,1.65,12
L14307D,2010/11/28,11:00,21915,1.25,12
L14307D,2010/11/26,11:00,21914,1.25,12
L14307D,2010/11/29,11:00,21544,0.85,12
L14307D,2010/11/25,11:00,22813,1.95,12
L14307D,2010/12/7,11:00,22114,4.95,4
L14307D,2010/11/27,11:00,84029E,3.75,4
L14307D,2010/11/25,11:00,21479,3.75,4
L14307D,2010/11/26,11:00,22964,2.1,6
L14307D,2010/12/8,11:00,84375,2.1,12
L14307D,2010/11/25,11:00,22418,0.85,24
L14307D,2010/11/30,11:00,22178,1.25,12
L14307D,2010/12/8,11:00,84970L,1.25,12
L14307D,2010/12/6,11:00,21733,2.95,6
L14307D,2010/12/4,11:00,22465,1.65,12
L14307D,2010/12/5,11:00,84949,1.65,6
L14307D,2010/12/4,11:00,20685,8.95,2
L14307D,2010/12/8,11:00,48194,8.95,2
L14307D,2010/11/28,11:00,22488,1.65,12
L14307D,2010/12/2,11:00,22219,0.85,12
L14307D,2010/12/2,11:00,84879,1.95,8
L14307D,2010/12/4,11:00,21754,6.25,3
L14307D,2010/11/30,11:00,21755,6.25,3
L14307D,2010/11/24,11:00,22766,2.95,8
L14307D,2010/11/25,11:00,22610,0.85,36
L14307D,2010/11/26,11:00,22716,0.42,12
L14307D,2010/12/3,11:00,22706,0.42,25
L14307D,2010/12/8,11:00,22371,4.95,4
L14307D,2010/12/7,11:00,85014B,6.25,3
L14307D,2010/12/4,11:00,85014A,6.25,3
L14307D,2010/12/7,11:00,84997B,3.75,6
L14307D,2010/12/7,11:00,21212,0.65,24
L14307D,2010/11/25,11:00,21210,1.65,12
L14307D,2010/12/7,11:00,22914,4.95,3
L14307D,2010/11/27,11:00,22553,1.65,12
L14307D,2010/12/1,11:00,16237,0.42,30
L14307D,2010/12/5,11:00,22714,0.42,12
L14307D,2010/12/4,11:00,22812,1.95,12
L14307D,2010/12/5,11:00,84347,2.55,6
L14307D,2010/12/1,11:00,21587,2.55,12
L14307D,2010/11/25,11:00,22736,1.65,10
L14307D,2010/12/7,11:00,22492,0.65,36
L14307D,2010/12/8,11:00,22620,1.25,12
L14307D,2010/11/24,11:00,22619,3.75,4
L14307D,2010/11/30,11:00,21705,1.65,12
L17908D,2010/12/2,11:00,90199C,8.95,3
L17908D,2010/12/2,11:00,21479,3.75,1
L17908D,2010/11/30,11:00,22111,4.95,1
L17908D,2010/11/29,11:00,22785,8.95,1
L17908D,2010/12/3,11:00,22975,1.25,1
L17908D,2010/12/7,11:00,22972,1.65,1
L17908D,2010/11/30,11:00,22866,2.1,1
L17908D,2010/12/3,11:00,22568,3.75,1
L17908D,2010/12/5,11:00,85116,2.1,1
L17908D,2010/11/29,11:00,22664,2.1,1
L17908D,2010/12/7,11:00,21609,2.95,1
L17908D,2010/11/24,11:00,21866,1.25,1
L17908D,2010/11/24,11:00,20669,1.25,1
L17908D,2010/11/24,11:00,90129F,2.95,1
L17908D,2010/11/26,11:00,90210B,2.95,1
L17908D,2010/11/30,11:00,90199C,8.95,1
L17908D,2010/12/2,11:00,21955,8.95,1
L17908D,2010/12/4,11:00,72802C,4.95,1
L17908D,2010/12/2,11:00,22109,3.75,1
L17908D,2010/12/8,11:00,85116,2.1,5
L17908D,2010/11/27,11:00,22531,0.42,1
L17908D,2010/12/7,11:00,21811,1.25,1
L17908D,2010/11/24,11:00,22183,8.95,1
L17908D,2010/11/29,11:00,21678,0.85,6
L17908D,2010/12/8,11:00,21676,0.85,6
L17908D,2010/11/24,11:00,84625A,2.95,1
L17908D,2010/11/28,11:00,84625C,2.95,3
L17908D,2010/12/1,11:00,21931,1.95,2
L17908D,2010/11/26,11:00,85169B,1.25,12
L17908D,2010/12/7,11:00,16238,0.42,28
L17908D,2010/12/7,11:00,20668,0.42,24
L17908D,2010/12/6,11:00,84906,6.25,1
L17908D,2010/11/24,11:00,21867,1.25,1
L17908D,2010/11/24,11:00,22075,1.65,1
L17908D,2010/12/4,11:00,21866,1.25,1
L17908D,2010/12/3,11:00,21326,0.65,12
L17908D,2010/12/1,11:00,21065,6.25,1
L17908D,2010/12/1,11:00,22074,1.65,1
L17908D,2010/12/3,11:00,22900,2.95,1
L17908D,2010/12/7,11:00,20713,1.95,1
L17908D,2010/12/7,11:00,20966,1.25,2
L17908D,2010/12/4,11:00,21116,4.95,1
L17908D,2010/11/26,11:00,90199C,8.95,2
L17908D,2010/11/25,11:00,22633,2.1,1
L17908D,2010/11/29,11:00,22866,2.1,1
L17908D,2010/12/6,11:00,22198,1.65,1
L17908D,2010/12/4,11:00,21824,1.65,3
L17908D,2010/12/5,11:00,21823,1.65,3
L17908D,2010/11/25,11:00,22153,0.42,6
L17908D,2010/11/29,11:00,22197,0.85,2
L17908D,2010/11/30,11:00,85099B,1.95,2
L17908D,2010/12/1,11:00,85099F,1.95,1
L17908D,2010/11/24,11:00,20717,1.25,1
L17908D,2010/12/8,11:00,20723,0.85,1
L17908D,2010/12/6,11:00,22900,2.95,1
L17908D,2010/11/28,11:00,21980,0.42,12
L17908D,2010/12/3,11:00,22111,4.95,1
L17908D,2010/11/27,11:00,22112,4.95,1
L12838D,2010/11/24,11:00,22952,0.65,10
L12838D,2010/11/29,11:00,22910,2.95,5
L12838D,2010/12/6,11:00,22739,1.65,3
L12838D,2010/12/5,11:00,22738,1.65,3
L12838D,2010/11/26,11:00,22736,1.65,3
L12838D,2010/11/30,11:00,22909,0.85,5
L12838D,2010/11/26,11:00,35591T,1.25,2
L12838D,2010/11/25,11:00,22186,2.95,5
L12838D,2010/12/3,11:00,22695,1.65,3
L12838D,2010/12/8,11:00,22470,2.95,1
L12838D,2010/12/8,11:00,22580,6.25,1
L12838D,2010/12/4,11:00,22469,1.65,5
L12838D,2010/12/8,11:00,22147,1.65,4
L12838D,2010/12/6,11:00,22130,0.85,6
L12838D,2010/12/4,11:00,21791,1.25,3
L12838D,2010/12/4,11:00,22694,2.1,5
L12838D,2010/12/2,11:00,21790,0.85,3
L12838D,2010/12/7,11:00,22149,2.1,4
L12838D,2010/11/28,11:00,22900,2.95,3
L12838D,2010/12/2,11:00,22961,1.65,3
L12838D,2010/12/5,11:00,22321,0.85,12
L12838D,2010/12/3,11:00,22594,0.85,5
L12838D,2010/12/5,11:00,22593,0.85,4
L12838D,2010/12/5,11:00,22595,0.85,6
L12838D,2010/11/30,11:00,21986,0.42,12
L12838D,2010/12/2,11:00,22750,3.75,2
L12838D,2010/12/2,11:00,22616,0.42,12
L12838D,2010/12/4,11:00,22775,1.25,1
L12838D,2010/12/3,11:00,22899,2.1,2
L12838D,2010/12/2,11:00,22367,1.95,3
L12838D,2010/12/4,11:00,22942,8.95,3
L12838D,2010/12/7,11:00,22941,8.95,3
L12838D,2010/12/1,11:00,22086,2.95,6
L12838D,2010/12/3,11:00,22940,4.95,2
L12838D,2010/12/3,11:00,21212,0.65,2
L12838D,2010/12/1,11:00,21976,0.65,2
L12838D,2010/12/1,11:00,22951,0.65,2
L12838D,2010/12/1,11:00,21977,0.65,3
L12838D,2010/11/26,11:00,22834,2.1,3
L12838D,2010/12/4,11:00,22867,2.1,3
L12838D,2010/12/1,11:00,22865,2.1,3
L12838D,2010/11/27,11:00,22632,2.1,3
L12838D,2010/11/25,11:00,21916,0.42,2
L12838D,2010/12/1,11:00,22587,0.85,4
L12838D,2010/12/3,11:00,22566,0.85,3
L12838D,2010/11/29,11:00,22565,0.85,3
L12838D,2010/11/25,11:00,22472,4.95,2
L12838D,2010/12/5,11:00,22557,1.65,3
L12838D,2010/12/5,11:00,22551,1.65,3
L12838D,2010/12/5,11:00,22554,1.65,3
L12838D,2010/12/8,11:00,22534,0.42,3
L12838D,2010/11/27,11:00,22531,0.42,3
L12838D,2010/12/4,11:00,22529,0.42,3
L12838D,2010/12/5,11:00,22530,0.42,3
L12838D,2010/12/6,11:00,84032B,2.95,3
L12838D,2010/11/29,11:00,22837,4.95,3
L12838D,2010/11/24,11:00,85049H,1.25,2
L12838D,2010/12/3,11:00,22749,3.75,2
L12838D,2010/11/25,11:00,22807,2.95,12
L13255D,2010/12/7,11:00,21494,1.25,12
L13255D,2010/12/5,11:00,21915,1.25,72
L13255D,2010/12/7,11:00,22938,1.95,12
L13255D,2010/12/3,11:00,22768,9.95,4
L13255D,2010/12/7,11:00,22767,9.95,4
L13255D,2010/12/1,11:00,82494L,2.95,6
L16583D,2010/11/30,12:00,21889,1.25,12
L16583D,2010/12/6,12:00,21892,1.25,12
L16583D,2010/12/5,12:00,21891,1.25,12
L16583D,2010/12/4,12:00,21890,2.95,6
L16583D,2010/11/30,12:00,21718,1.25,12
L16583D,2010/11/25,12:00,21716,2.55,8
L16583D,2010/11/26,12:00,21715,2.55,8
L16583D,2010/11/25,12:00,22113,3.75,4
L16583D,2010/12/4,12:00,22111,4.95,3
L16583D,2010/12/4,12:00,22110,2.55,6
L16583D,2010/12/2,12:00,22358,2.95,6
L16583D,2010/11/28,12:00,22357,4.95,4
L16583D,2010/12/7,12:00,22115,2.95,6
L16583D,2010/12/8,12:00,22969,1.65,12
L18085D,2010/11/25,12:00,22619,3.75,4
L18085D,2010/11/28,12:00,21481,2.95,6
L18085D,2010/11/25,12:00,22632,2.1,12
L18085D,2010/11/24,12:00,22837,4.95,8
L18085D,2010/11/29,12:00,21479,3.75,8
L18085D,2010/12/5,12:00,21485,4.95,8
L18085D,2010/11/25,12:00,84029E,3.75,8
L18085D,2010/11/24,12:00,22111,4.95,16
L18085D,2010/12/3,12:00,22113,3.75,8
L13758D,2010/12/1,12:00,22837,4.95,8
